Displaced,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
1,1,0,0,23,11,0,Dropout
1,1,0,0,21,11.66666667,11.75,Graduate
0,1,0,0,20,10,13,Graduate
1,1,0,0,26,11.57142857,11,Dropout
1,1,0,1,18,12.16666667,11.2,Graduate
1,1,0,0,18,0,0,Dropout
0,0,0,1,19,13.83333333,14.28571429,Graduate
1,1,0,1,20,12.35714286,13,Graduate
1,0,0,0,19,12.16666667,10.33333333,Dropout
1,1,0,0,21,12,12.5,Graduate
0,1,0,0,33,12.41666667,13,Graduate
0,1,0,0,18,12.75,12.75,Graduate
0,1,0,0,21,14.93333333,14.93333333,Graduate
1,1,0,0,19,13,11.66666667,Graduate
0,0,0,0,33,12.85714286,12.66666667,Graduate
1,1,0,0,18,14.455,13.91,Graduate
0,1,0,1,18,14,13.28571429,Graduate
1,1,0,1,20,13.5,12.66666667,Graduate
1,0,0,0,20,0,0,Dropout
0,1,0,1,20,11.66666667,14,Graduate
1,1,0,1,19,12,13.33333333,Graduate
1,1,0,1,19,11.71428571,11.83333333,Graduate
1,1,0,0,21,12.66666667,12.42857143,Graduate
1,1,0,0,26,11.75,12.8,Graduate
0,1,0,0,21,0,0,Dropout
1,1,0,0,18,12.32857143,12.32857143,Graduate
0,1,0,0,27,11.66666667,10,Dropout
1,1,0,1,20,13.25,12.72727273,Graduate
0,1,0,0,21,11.83333333,13.25,Graduate
1,1,0,1,18,13.3,15.125,Graduate
1,1,0,0,20,12.55555556,11.8,Graduate
1,1,0,0,18,12.83333333,12.16666667,Graduate
0,1,0,1,20,12.83333333,12.83333333,Graduate
1,1,0,1,19,12.66666667,13,Graduate
1,1,0,0,20,13.27142857,14.47142857,Graduate
0,1,0,1,20,12.4,12.83333333,Graduate
0,1,0,0,20,14.5,11.25,Graduate
1,1,0,0,19,0,0,Dropout
0,1,0,0,18,14.28571429,13.25,Graduate
1,1,0,0,18,12.33333333,12.6,Graduate
1,1,0,1,19,12.58333333,12.67142857,Graduate
1,1,0,0,19,13.73166667,13.77142857,Dropout
0,1,1,0,43,12.875,12.14285714,Graduate
0,1,1,0,47,14.625,13.4,Dropout
1,0,1,0,23,0,0,Dropout
1,1,0,1,19,12.66666667,12.66666667,Graduate
1,1,0,0,20,12.49166667,12.49166667,Graduate
1,1,0,1,19,13.66666667,14.16666667,Graduate
1,1,0,0,19,16,14.5,Graduate
1,1,0,0,19,14.14285714,13,Graduate
0,1,0,1,39,11.83333333,13.75,Graduate
1,1,0,1,20,12.66666667,13,Graduate
1,1,0,0,21,12.5,12.66666667,Graduate
1,0,0,0,22,10.88888889,11.25,Graduate
1,1,0,0,19,13,0,Dropout
1,1,0,0,22,15.16666667,16,Graduate
1,1,0,1,19,12.66666667,12,Graduate
1,1,1,0,18,0,0,Dropout
0,1,1,0,26,12,10.2,Graduate
0,0,1,0,36,0,0,Dropout
1,1,1,1,20,0,0,Graduate
0,1,1,0,30,11,11.5,Dropout
0,1,1,0,24,15.71428571,15.9,Dropout
0,1,1,0,26,10.81818182,11.63636364,Dropout
0,0,1,0,19,12,0,Dropout
0,1,1,0,34,12.6,11.25,Graduate
1,1,1,0,33,13,14,Graduate
1,1,1,0,19,11.6,10.75,Graduate
1,0,1,0,26,10,11,Dropout
0,1,1,0,29,14,0,Dropout
1,1,1,1,19,12.6,12.5,Dropout
1,1,1,0,18,0,0,Dropout
0,0,1,0,29,11.33333333,12,Dropout
0,1,1,0,21,12.66666667,11.4,Graduate
0,1,1,0,19,10.8,10.5,Graduate
0,1,1,0,20,12.87857143,11.85625,Graduate
0,1,1,0,18,0,0,Dropout
1,1,1,0,18,12.83333333,11.4,Graduate
0,1,1,1,21,12.6,12.83333333,Graduate
1,1,1,0,20,0,0,Dropout
0,1,1,1,30,0,0,Dropout
1,1,1,0,19,14.16666667,14,Graduate
1,1,1,0,30,13.4,13.25,Dropout
1,1,1,1,22,11.2,11.25,Graduate
1,1,1,0,22,0,0,Graduate
1,0,1,0,19,12.66666667,11.8,Dropout
1,1,1,0,21,12.33333333,11.25,Dropout
0,1,1,0,21,12.25,12,Graduate
1,1,1,1,21,0,0,Dropout
0,1,1,0,27,10.75,10.33333333,Dropout
1,1,1,0,32,0,0,Dropout
0,0,1,0,40,0,0,Dropout
1,1,1,0,20,14.33333333,12.5,Graduate
1,1,1,0,20,11.5,11.5,Dropout
1,1,1,0,18,0,0,Graduate
0,1,1,0,21,10.5,0,Dropout
0,1,1,0,18,13.5,0,Dropout
0,1,1,0,19,11,0,Graduate
0,0,1,0,30,10,0,Dropout
0,1,1,0,29,0,0,Dropout
1,1,1,0,18,12,10.66666667,Dropout
1,1,1,1,18,12.25,12.2,Dropout
0,1,1,0,22,11.4,11.66666667,Dropout
1,0,1,0,27,0,0,Dropout
1,1,1,0,20,14.25,14,Graduate
0,1,1,0,42,14.45454545,14.2,Graduate
0,1,1,0,21,14.53846154,14.46153846,Graduate
0,1,1,0,23,12.73333333,11.95,Graduate
1,1,1,0,21,13.2,13.5,Dropout
1,1,1,0,19,0,0,Graduate
0,1,1,1,40,12.33333333,12.75,Dropout
0,1,1,0,22,11.2,11.25,Dropout
1,1,1,0,19,13.2,13.2,Graduate
0,1,1,1,24,11.83333333,14,Graduate
0,1,1,0,21,11.33333333,11.5,Graduate
1,1,1,0,18,13.6,14.6,Graduate
0,1,1,0,18,0,11.5,Dropout
0,1,1,0,24,12.85714286,13.66666667,Dropout
0,1,1,1,28,14.33333333,12.42857143,Graduate
1,1,0,1,19,13.5,14,Graduate
0,1,0,0,28,14.42857143,15.6,Graduate
1,1,0,0,18,0,0,Dropout
1,0,0,0,19,0,0,Graduate
1,1,0,1,19,12.82875,12.82875,Graduate
1,1,0,0,21,0,13.75,Graduate
1,1,0,0,18,0,0,Dropout
1,1,0,0,19,14.66666667,13.16666667,Graduate
1,1,0,0,19,13.93714286,13.93714286,Graduate
1,1,0,0,20,14.7,14.58333333,Graduate
1,1,0,0,18,11.66666667,12.2,Graduate
1,1,0,0,20,14.85,14.85,Graduate
0,1,0,0,26,12,0,Dropout
1,1,0,0,18,13.6875,15.62222222,Dropout
0,1,0,0,58,12.4,11.6,Graduate
0,1,0,0,18,13.398,13.5425,Graduate
1,1,0,0,20,11.8,12,Graduate
0,1,0,0,20,0,0,Dropout
1,1,0,0,29,11.76923077,11.92857143,Graduate
0,0,0,0,27,0,0,Dropout
1,1,0,1,21,13.28571429,13,Graduate
0,1,0,1,20,11.66666667,11.16666667,Graduate
0,1,0,1,19,11.5,12.2,Graduate
1,1,0,1,22,13.08166667,13.15,Graduate
1,1,0,1,19,12.66666667,13,Graduate
1,0,0,0,19,11.33333333,0,Dropout
1,1,0,0,23,13.6,11.6,Graduate
1,1,0,1,18,13.16666667,13.2,Dropout
0,1,0,0,19,0,0,Dropout
1,1,0,0,20,11.66666667,12.6,Graduate
1,1,0,1,19,13.5,13.42857143,Graduate
1,0,0,1,26,0,0,Dropout
1,1,0,1,18,13.16666667,14.14285714,Graduate
1,1,0,0,29,12.5,12.5,Dropout
1,0,0,0,20,13.375,13,Graduate
1,1,0,0,19,13.16666667,12.66666667,Graduate
1,1,0,0,23,13.4,13.5,Graduate
0,1,0,0,25,13,11.66666667,Graduate
1,1,0,0,18,13.15428571,13.15428571,Graduate
1,1,0,1,19,12.83333333,12.83333333,Graduate
1,1,0,0,18,12.14285714,13.14285714,Graduate
1,1,0,1,19,13.34,12.38571429,Graduate
0,1,0,0,36,13,13.75,Dropout
0,1,1,1,20,12,11.66666667,Graduate
1,1,1,0,20,0,0,Dropout
1,1,1,0,18,11,0,Dropout
0,1,1,0,19,11.5,11.33333333,Graduate
1,0,1,0,20,13.33333333,12.5,Dropout
1,1,1,0,18,14.59444444,13.472,Graduate
1,1,1,0,20,11,10.66666667,Dropout
1,0,1,0,24,0,0,Dropout
1,1,1,0,19,0,0,Dropout
1,1,1,0,18,12,12,Dropout
1,1,1,0,18,14,13.2,Graduate
0,1,1,0,18,13.57142857,11.8,Graduate
1,1,1,0,22,0,0,Dropout
0,1,1,0,19,14.25,13.85714286,Graduate
1,0,0,0,32,0,0,Dropout
1,1,0,1,21,0,0,Dropout
1,1,0,1,19,13.54285714,13.54285714,Graduate
0,1,0,1,39,13.11111111,11.71428571,Graduate
1,1,0,0,30,12.66666667,12.14285714,Graduate
1,1,0,0,18,10.75,10,Dropout
1,1,0,0,38,10.75,10,Dropout
1,1,0,0,20,13.66666667,13.33333333,Graduate
0,1,0,0,55,13.83333333,12.83333333,Graduate
0,1,0,0,53,13.17647059,13,Dropout
0,1,0,0,54,12.75,12.6,Dropout
1,1,0,1,18,12.86,12.86,Graduate
0,0,0,0,44,12,12,Dropout
1,1,0,0,28,11.66666667,12.55555556,Graduate
0,1,0,0,37,16.5,16.90909091,Graduate
1,1,0,0,20,12.33333333,11.77777778,Graduate
1,1,0,0,18,12.59125,12.82,Graduate
1,1,1,0,19,11.5,11,Dropout
1,1,1,1,23,11.89473684,12.92307692,Graduate
0,1,1,0,22,0,0,Dropout
0,0,1,0,24,0,0,Dropout
1,1,1,0,22,13,11.5,Graduate
0,1,1,0,26,0,0,Dropout
1,1,1,0,18,15.16666667,14.83333333,Graduate
0,1,1,0,24,11.75,13.5,Dropout
1,1,1,0,18,0,15,Graduate
1,1,1,0,26,0,0,Dropout
0,1,1,0,27,11.33333333,14.75,Dropout
1,1,1,1,20,12.6,13.2,Graduate
1,1,1,0,19,0,14,Dropout
0,1,1,1,18,15.5,15.5,Dropout
1,1,1,0,18,12.36571429,12.36571429,Graduate
1,1,1,0,19,13.2,13.25,Graduate
1,1,1,0,34,11.42857143,11.85714286,Graduate
1,1,1,0,19,0,0,Dropout
0,1,1,1,19,14,12.33333333,Graduate
0,1,1,0,30,12,11.8,Dropout
0,0,1,0,22,0,12,Dropout
0,0,1,0,19,10,11.33333333,Dropout
0,1,1,0,21,10,10,Dropout
1,0,1,0,22,0,0,Dropout
0,1,1,1,19,11.16666667,11.66666667,Graduate
0,1,1,0,20,11.75,11.33333333,Graduate
1,1,1,0,35,11.75,0,Dropout
1,1,1,0,20,10,11,Dropout
0,1,1,0,21,14,12.8,Graduate
0,0,1,0,27,0,0,Dropout
1,0,1,0,26,12,0,Dropout
0,0,1,0,20,0,0,Dropout
0,0,1,0,28,11.88888889,11.6,Dropout
1,1,1,0,19,13.83333333,13.66666667,Graduate
0,0,1,0,47,0,0,Dropout
0,0,1,0,55,11.4,12.4,Dropout
1,1,1,0,39,0,11,Dropout
1,1,1,0,35,10.64285714,10.66666667,Dropout
0,0,1,0,32,11,0,Dropout
1,1,1,0,20,16.83333333,16.66666667,Graduate
0,1,1,0,36,13.57142857,13.2,Graduate
0,1,1,1,34,14.71428571,14.375,Graduate
1,1,1,0,21,0,0,Dropout
0,1,1,1,42,10,11,Dropout
0,1,1,0,25,11,11.75,Dropout
1,1,1,1,18,11,0,Dropout
0,1,1,1,18,12,12.83333333,Graduate
1,1,1,0,19,11.125,11.85714286,Graduate
0,0,1,0,34,11.33333333,11.5,Dropout
0,1,1,0,20,12,0,Dropout
0,1,1,0,20,0,0,Dropout
0,1,1,0,21,14.54,14.54,Graduate
1,1,1,0,19,12.16666667,13,Graduate
0,0,1,0,31,13.5,11.66666667,Dropout
0,1,1,0,21,14.75,14.33333333,Graduate
0,1,1,1,20,12.375,11.66666667,Graduate
0,1,1,0,22,12.73333333,12.73333333,Graduate
1,0,1,0,19,12.5,0,Dropout
1,0,1,0,41,0,0,Dropout
1,1,1,0,27,0,0,Dropout
0,1,0,0,19,13.44285714,13.77142857,Dropout
1,1,0,1,20,14.2,14.2,Graduate
1,1,0,1,19,13.55,13.55,Graduate
0,1,0,0,35,11.6,11.16666667,Graduate
1,1,0,0,22,13.57142857,15.28571429,Graduate
1,1,0,1,20,13.83333333,15,Graduate
1,0,0,0,18,11.25,10.85714286,Dropout
1,1,0,1,18,10.2,11.25,Graduate
0,1,0,0,30,15.67571429,15.67571429,Graduate
0,1,0,1,18,10.83333333,12,Graduate
1,1,0,1,20,14.5,15,Graduate
0,1,0,1,19,10.4,10.75,Graduate
0,1,0,0,19,13,13.33333333,Graduate
1,1,0,1,21,12.24285714,14.125,Graduate
1,1,0,0,21,13,12.5,Graduate
1,1,0,0,18,14.16666667,13.42857143,Graduate
1,1,0,1,18,14.25,12.5,Graduate
0,0,0,0,35,12,10.5,Dropout
1,1,0,0,21,13.25,13.82,Graduate
1,1,1,1,18,13.18333333,13.18333333,Graduate
1,1,1,0,22,11,0,Graduate
1,1,1,1,20,11.9725,12.65125,Graduate
1,1,0,0,34,12.4,12.8,Graduate
0,1,0,0,33,12.6,11.25,Graduate
1,1,0,1,22,13.9,13.9,Graduate
1,1,0,1,20,11.5,11,Graduate
0,1,0,0,35,14.2,11.85714286,Graduate
1,0,0,0,39,10.66666667,10.66666667,Dropout
1,0,0,0,19,0,0,Dropout
0,1,0,1,36,11,11.33333333,Graduate
1,1,0,1,21,13.95714286,13.95714286,Graduate
1,1,0,0,22,12.5,13.66666667,Graduate
0,1,0,1,42,13.33333333,15.28571429,Graduate
1,1,0,0,34,0,0,Dropout
1,1,0,0,20,11.66666667,11.6,Graduate
0,1,0,0,33,15.71428571,15.5,Graduate
1,1,0,0,20,11,11.4,Graduate
1,1,0,0,19,12.25,12.75,Graduate
0,1,0,0,34,12.2,12.22222222,Dropout
1,1,0,0,18,13,14,Graduate
0,1,0,1,24,12,13,Graduate
1,1,0,0,18,13.33333333,12.33333333,Graduate
1,1,0,0,20,13,13,Graduate
1,1,0,0,21,12.91,12.91,Graduate
1,1,0,1,19,11,11,Graduate
0,1,0,1,19,13.58,12.93625,Graduate
1,1,0,1,18,12.4,12.5,Graduate
0,1,0,1,38,12.88888889,13,Graduate
1,1,1,0,21,11.54545455,11.7,Graduate
1,1,1,0,23,10,0,Graduate
1,1,0,0,19,14.34125,14.34125,Graduate
1,0,0,0,18,14.14285714,12,Dropout
1,1,0,1,18,0,0,Graduate
1,1,0,0,24,11.8,11.25,Graduate
0,1,0,1,18,13.33333333,14.16666667,Graduate
1,1,0,0,18,14.5,12.85714286,Graduate
0,1,0,0,26,12.66666667,13.4,Graduate
0,1,0,0,19,10,10,Graduate
1,1,0,1,19,0,0,Dropout
0,1,0,0,19,11,12.5,Graduate
1,1,0,0,20,12,11,Dropout
1,1,0,0,22,10,13.5,Graduate
1,1,0,0,19,14.20857143,15.12777778,Graduate
1,1,0,0,20,14.30714286,15.0125,Graduate
0,1,0,0,36,11,13.375,Graduate
1,1,0,0,29,0,0,Dropout
1,1,0,0,19,12,11,Graduate
0,0,0,0,24,0,0,Dropout
0,0,0,0,27,0,0,Dropout
1,1,0,1,18,13.85714286,14.28571429,Graduate
1,1,0,1,18,0,0,Graduate
1,1,0,0,21,0,0,Dropout
0,1,0,1,43,11,13,Graduate
0,1,0,1,18,13.2,14.4,Graduate
1,1,0,1,21,13.5,15.33333333,Dropout
0,1,0,0,26,0,0,Dropout
1,1,0,1,19,14.21428571,14.21428571,Graduate
0,1,0,0,18,13,12.4,Graduate
1,1,0,0,22,12,10,Dropout
1,1,0,0,27,0,0,Dropout
1,1,0,0,18,12.8,12.6,Graduate
0,1,0,0,19,13.6,12.2,Graduate
1,1,0,0,18,13.97142857,15.75,Graduate
0,1,0,1,19,15,14.85714286,Graduate
0,0,0,0,32,0,0,Dropout
1,1,0,0,23,15.07777778,15.02352941,Graduate
1,1,0,0,20,13.38333333,13.38333333,Graduate
1,1,0,0,20,13.25,13.09090909,Graduate
1,0,0,0,19,11.71428571,10.66666667,Dropout
1,1,0,1,18,13.01125,13.01125,Graduate
0,1,0,0,21,10.66666667,12,Dropout
0,1,0,1,20,0,0,Graduate
1,1,0,0,22,13,12.66666667,Graduate
0,1,0,0,26,12,11.4,Graduate
1,1,0,0,20,12.16666667,13.8,Graduate
1,1,0,0,19,11.85,13.65,Graduate
0,1,0,0,31,11,11.2,Graduate
1,1,0,1,20,12.32777778,11.736,Graduate
1,1,0,0,20,12,13.42857143,Graduate
1,1,0,0,21,14.42857143,14.51111111,Graduate
1,1,0,0,18,13.78,12.6125,Graduate
1,1,0,1,19,13.8,13.8,Graduate
1,1,0,1,18,14.85714286,15.14285714,Graduate
0,1,0,0,40,13,12.6,Graduate
0,1,0,1,18,12.14285714,13.33333333,Graduate
1,1,0,0,18,15.66666667,14.83333333,Graduate
1,1,0,0,19,12.5,12.16666667,Graduate
0,1,0,1,19,12.83333333,13.16666667,Graduate
0,0,0,0,28,0,0,Dropout
1,1,0,0,20,12.5,12.66666667,Graduate
1,1,0,0,18,11.25,13,Graduate
1,1,0,0,18,15.25,15.25,Graduate
1,1,0,1,20,14,12,Graduate
0,1,0,0,28,12.07692308,12.09090909,Graduate
0,1,0,0,23,14.625,14.88888889,Graduate
1,1,0,0,19,10.5,10.5,Dropout
1,1,0,1,18,12.83333333,12.16666667,Graduate
0,0,0,1,20,12.5,11.8,Graduate
1,1,0,0,20,11.23076923,12.77777778,Graduate
0,1,0,0,27,10.5,0,Dropout
1,1,0,0,18,12,12,Dropout
0,1,0,1,37,10.98571429,12.3,Graduate
0,0,0,0,42,12.62,14.16666667,Dropout
1,1,0,0,20,13,14.2125,Dropout
0,0,1,0,34,0,0,Dropout
1,1,1,0,22,0,0,Dropout
0,1,1,0,39,13.5,13.33333333,Graduate
1,1,1,1,18,13.51666667,13.51666667,Graduate
1,1,1,1,21,13.16666667,13.28571429,Graduate
0,1,1,0,34,0,0,Dropout
0,1,1,1,22,13.125,13,Graduate
0,1,1,0,31,14.4,0,Dropout
1,0,1,0,19,12,0,Dropout
0,1,1,0,19,0,0,Dropout
0,1,1,0,31,0,0,Dropout
1,1,0,0,19,10.8,10.5,Graduate
0,1,0,0,30,0,0,Dropout
1,1,0,1,20,16.13142857,15.52222222,Graduate
1,1,0,1,18,14.83857143,14.8,Graduate
0,1,0,0,31,10.33333333,12,Dropout
1,1,0,0,19,12,11.25,Dropout
0,1,0,1,43,0,0,Dropout
1,1,0,1,20,13.16666667,14,Graduate
1,1,0,1,19,13.9475,13.9475,Graduate
0,1,0,0,22,11.33333333,0,Dropout
0,1,0,0,26,12.75,12.28571429,Graduate
1,1,0,1,19,12.6,11.25,Graduate
1,1,0,0,29,12.25,12.25,Dropout
0,1,0,0,20,0,11.66666667,Graduate
0,1,0,1,38,11,11.4,Graduate
0,1,0,0,41,11.83333333,12.7,Graduate
1,1,0,0,19,13.06666667,13.06666667,Dropout
0,1,0,0,19,13.83333333,13.875,Graduate
0,1,0,0,43,13.83333333,0,Dropout
1,1,0,0,19,11.8,13.2,Graduate
1,1,1,1,19,13.33333333,12.81818182,Graduate
1,1,1,0,18,13.74625,13.74625,Graduate
1,1,1,0,19,0,0,Dropout
0,1,1,0,38,0,0,Dropout
1,1,1,0,37,0,0,Dropout
1,1,0,1,26,13.33333333,14.5,Graduate
1,1,0,1,21,10,11.4,Graduate
1,1,0,1,18,15.66666667,15.28571429,Graduate
0,1,0,0,18,11.85714286,11.85714286,Graduate
0,1,0,0,18,14.5,13.6,Graduate
0,1,0,0,19,12.16666667,13.71428571,Graduate
1,1,0,0,18,12.6,12,Graduate
1,1,0,0,18,12.28571429,12.28571429,Graduate
0,1,0,1,19,12.66666667,13,Graduate
0,1,0,0,19,0,0,Dropout
1,1,0,1,18,12.85714286,13,Graduate
0,1,0,0,18,13.9,13.9,Graduate
1,1,0,1,20,13.81714286,13.81714286,Graduate
0,1,0,1,22,13.31428571,12.875,Graduate
0,1,0,0,18,0,0,Dropout
1,1,0,1,19,12.16666667,12.16666667,Graduate
1,0,0,1,20,11.25,11.33333333,Dropout
0,1,0,0,19,12.4,12.75,Graduate
1,1,0,1,20,14.66666667,14.57142857,Graduate
0,1,0,0,28,12,12,Dropout
0,1,0,0,19,14,12.66666667,Graduate
0,1,0,0,22,12.57142857,13.66666667,Graduate
1,1,0,0,19,15.53846154,12.625,Graduate
1,0,0,0,18,0,0,Dropout
1,1,0,0,18,15,14.83333333,Graduate
1,1,0,0,22,12.25,13.28571429,Graduate
0,1,0,0,20,15.69230769,15.55555556,Graduate
0,1,0,1,24,12.28571429,12.75,Graduate
1,1,0,0,22,11.83333333,11.25,Graduate
0,1,0,0,20,12.16666667,14,Graduate
1,1,0,1,20,11.88888889,11.95625,Graduate
0,0,0,0,35,0,0,Dropout
0,1,0,1,18,11.8,12.6,Graduate
1,1,0,0,19,11.16666667,11.66666667,Graduate
0,1,0,0,18,14.05714286,14.6,Graduate
1,1,0,0,18,11.75,10,Dropout
0,1,0,0,31,13.16666667,13,Graduate
0,1,0,1,19,13.5,14,Graduate
1,1,0,1,20,12.625,13.0625,Graduate
0,1,0,0,21,0,0,Dropout
1,1,0,1,18,13.97142857,13.97142857,Graduate
1,1,0,0,18,11,0,Dropout
0,1,0,0,33,12.8,15.33333333,Graduate
1,1,0,1,18,13.57142857,12.8,Graduate
1,0,0,1,18,0,0,Dropout
0,1,0,0,21,11.5,11,Graduate
1,1,0,0,19,11.25,12,Graduate
0,1,0,0,28,13.71428571,13.14285714,Graduate
0,0,0,0,29,0,0,Dropout
1,0,0,0,36,12,14.66666667,Dropout
0,1,0,1,32,12.66666667,13.33333333,Graduate
1,1,0,1,25,13.29,13.29,Graduate
0,1,0,0,33,10.375,10.44444444,Graduate
0,0,0,0,34,12,13,Dropout
0,1,0,0,33,11.4,11.16666667,Graduate
0,0,0,0,29,13.25,12.6,Dropout
0,1,0,0,18,13.86166667,0,Dropout
0,1,0,1,18,12.16666667,12.14285714,Graduate
0,1,0,0,38,13.75,14.5,Graduate
1,1,0,1,19,15.43333333,15.43333333,Graduate
0,1,0,1,39,13.83333333,15.5,Graduate
0,1,0,0,37,11.83333333,11.36363636,Graduate
1,1,0,0,32,0,0,Dropout
0,1,0,0,18,0,0,Dropout
1,1,0,0,20,12.33333333,12.625,Graduate
1,1,0,0,20,11.16666667,12.16666667,Graduate
1,1,0,1,23,14.66666667,12.42857143,Graduate
1,1,0,0,19,11.2,11.75,Graduate
0,1,0,0,18,13.71428571,14.16666667,Graduate
1,1,1,0,19,12.8,11.44444444,Graduate
1,1,0,0,20,13.25,11.8,Graduate
1,1,0,0,19,13.78,13.78,Dropout
1,1,0,0,19,15.11,15.11,Graduate
0,1,0,0,18,11,11.2,Graduate
1,1,0,1,20,15.79857143,15.79857143,Graduate
1,1,0,0,20,13.77571429,15.6,Graduate
1,1,0,0,24,12.16,12.16,Graduate
1,1,0,0,24,0,0,Dropout
1,1,0,0,20,14.33333333,15.5,Graduate
1,1,0,0,20,11.83333333,13.33333333,Graduate
1,0,0,0,18,14.83333333,12.5,Graduate
0,1,0,0,18,14.2,14.2,Graduate
1,1,0,0,21,12.2,13.2,Graduate
1,1,0,0,18,13,13.66666667,Graduate
1,1,0,1,19,12.48571429,12.48571429,Graduate
1,1,0,0,22,17,16.28571429,Graduate
1,1,0,0,19,10.8,10.16666667,Graduate
1,1,0,0,18,14.71666667,14.71666667,Graduate
1,1,0,1,19,13.5,11.4,Graduate
1,1,0,1,24,11.97142857,11.97142857,Graduate
0,1,0,0,19,12,13.5,Graduate
0,1,0,0,34,12.33333333,11.66666667,Graduate
1,1,0,0,19,15.30769231,13.875,Graduate
1,1,0,1,18,12.66666667,12.66666667,Graduate
1,1,0,1,19,14.368,14.44875,Graduate
0,1,0,0,25,12.08428571,12.08428571,Graduate
1,1,0,0,21,12.25,12.2,Graduate
0,1,0,0,18,12.2,11.6,Graduate
0,1,0,1,18,11,11.5,Graduate
1,1,0,0,28,12.8,11,Graduate
0,1,0,1,18,11.85714286,11.85714286,Graduate
0,1,0,0,41,12.28571429,13,Graduate
0,1,0,0,18,12.33333333,13.5,Dropout
0,1,0,1,21,11.25,11.4,Graduate
0,1,0,0,41,0,0,Dropout
1,1,0,0,32,16,16,Dropout
0,1,0,0,29,11.66666667,11,Graduate
0,1,0,0,24,12.4,12.15,Graduate
1,1,0,0,22,10.74444444,11.8375,Graduate
0,1,0,0,21,0,0,Dropout
1,1,0,0,39,12,12.5625,Dropout
0,0,0,1,44,12.75,10,Graduate
1,1,0,0,20,10,11,Graduate
0,1,0,0,21,13.4173913,13.4173913,Graduate
1,1,0,0,18,15.16666667,14.85714286,Graduate
0,1,0,0,34,13.83333333,12.5,Graduate
1,1,0,0,18,13.33333333,14.8,Graduate
1,1,0,0,19,0,0,Graduate
1,1,0,0,18,11.66666667,10.66666667,Dropout
1,1,0,0,19,15,13.42857143,Graduate
1,1,0,1,18,13.24285714,13.24285714,Graduate
1,1,0,0,19,13,12.5,Dropout
1,1,0,1,19,13.075,12.05,Graduate
1,1,0,1,18,13.5,13.66666667,Graduate
1,1,0,1,23,11.8,12.33333333,Graduate
1,0,0,0,18,12.6,11.8,Graduate
0,1,0,0,33,12.16666667,11,Dropout
1,1,0,0,19,12.16666667,11,Graduate
1,1,0,0,21,0,0,Dropout
0,1,0,0,18,13.55714286,13.2,Graduate
0,1,0,1,21,12.25,11.8,Graduate
1,1,0,0,19,14.33333333,13.5,Graduate
1,1,0,0,20,10.5,11.75,Graduate
1,1,0,0,20,0,0,Dropout
1,1,0,0,20,12.75,11.33333333,Graduate
1,1,0,1,18,0,11,Graduate
1,1,0,0,18,14,14,Graduate
1,1,0,1,20,14.09333333,15,Graduate
0,1,0,1,21,13.33333333,13.16666667,Graduate
1,1,0,0,19,12.07142857,12.07142857,Graduate
1,1,0,1,18,12.66666667,12.5,Graduate
1,1,0,0,27,12.125,12,Graduate
1,1,0,1,21,13.2,13.2575,Graduate
1,1,0,1,18,14.15,14.51125,Graduate
1,1,0,0,18,13.5,10.66666667,Graduate
0,0,0,0,28,0,0,Dropout
0,1,0,0,36,12.2,11.4,Dropout
1,1,0,0,20,14.8,14,Graduate
1,1,0,0,19,11,11.4,Graduate
1,1,0,0,20,0,0,Graduate
1,1,0,0,19,14,11.75,Graduate
0,1,0,0,28,11.83333333,13,Graduate
0,1,0,0,20,11.75,11.8,Graduate
1,1,0,0,28,12.33333333,12,Graduate
0,1,0,0,24,11.66666667,11.83333333,Dropout
1,1,0,0,20,12.66666667,11.5,Graduate
1,1,0,0,22,12.25,11.6,Graduate
0,1,0,1,18,11.28571429,13.5,Graduate
1,0,0,0,22,11.5,0,Dropout
1,1,0,1,18,11.66666667,12.25,Graduate
0,1,0,1,21,13.51428571,13.51428571,Graduate
1,1,0,0,19,13,13.71428571,Graduate
1,1,0,0,22,15,10.25,Graduate
1,1,0,1,20,12.74428571,12.74428571,Graduate
0,1,0,0,20,11.75,11.8,Graduate
1,1,0,0,19,12.16666667,11.66666667,Graduate
1,1,0,0,20,0,0,Graduate
1,1,0,1,20,13.4,12.375,Graduate
1,1,0,0,20,11.8,11.5,Dropout
1,1,0,0,19,13.53333333,13.53333333,Graduate
1,1,0,1,18,14.16666667,14,Graduate
0,1,0,1,18,14.65285714,14.75555556,Graduate
1,0,0,0,19,0,0,Dropout
0,1,1,0,20,13.6,13,Graduate
0,1,0,1,22,12.83333333,13.25,Graduate
1,1,0,1,18,14.66666667,15.16666667,Graduate
1,1,0,0,19,13.33333333,14.66666667,Graduate
0,0,0,1,20,13.4,11.4,Graduate
1,1,0,1,19,13.3125,15.6375,Graduate
1,0,0,0,18,0,0,Dropout
1,0,0,0,20,0,0,Dropout
1,1,0,1,19,12.33333333,13.5,Graduate
0,1,0,0,18,13.5,13.33333333,Graduate
1,1,0,0,18,13,11.83333333,Graduate
0,1,0,0,22,12.5,0,Dropout
0,1,0,0,18,17,16,Graduate
1,1,0,0,20,13.5,13,Graduate
1,1,0,0,19,12.71428571,11.83333333,Graduate
0,1,0,1,19,13,13.92727273,Graduate
0,1,0,0,21,12.57142857,13.5,Graduate
